No.,出庫,地金,アイテム,中石,サイズ,品番,上代,下代,脇石,チェーン長,備考,入力者,入庫日,下代(数値)
1126,FALSE,K18,ペンダント,その他,M,BAB0-4-M,"60,000",2064,0.02ct,,,fujita,2024/01/06,
1127,FALSE,K18,ペンダント,その他,Free,FPA0-3-0,"80,000",20145,,,1.2,fujita,2023/08/18,
1128,FALSE,K18,ペンダント,その他,Free,FPA0-6-130,"90,000",3015,,,,fujita,2023/06/01,
1129,FALSE,K18,ペンダント,その他,Free,FPA0-6-130,"90,000",3015,,,,fujita,2023/08/18,
1130,FALSE,K18,ペンダント,その他,M,BAB0-1-M,"95,000",2055,0.10ct,,VバチM,山室,2023/09/06,
1131,FALSE,K18,ペンダント,その他,M,BAB0-1-M,"114,000",2065,0.10ct,,,小牧,2023/09/06,
1132,FALSE,K18,ペンダント,その他,Free,FPA0-1-130,"115,000",20208,,,,fujita,2023/08/18,
1133,FALSE,K18,ペンダント,その他,Free,FPA0-1-130,"130,000",20208,,,Free,植田,2023/08/18,
1134,FALSE,K18,ペンダント,その他,S,BAB0-5-S,"160,000",3013,0.24ct,,,yoshida,2023/09/19,
1135,FALSE,K18,ペンダント,その他,S,BAB0-5-S,"160,000",3013,0.24ct,,,小牧,2025/06/17,
1136,FALSE,K18,ペンダント,その他,M,BAB0-5-M,"190,000",20145,0.30ct,,,fujita,2023/09/19,
1137,FALSE,K18,ペンダント,その他,Free,FreFree-Set-Circle-M,"240,000",20449,0.34ct,,,kim,2023/08/18,
1138,FALSE,K18,ペンダント,その他,L,BAB0-5-L,"260,000",20185,0.38ct,,,fujita,2022/10/16,
1139,FALSE,K18,チェーン,チェーン,0.25,喜平2面,"55,000",3012,45cm,,,komaki,2025/02/05,
1140,FALSE,K18,チェーン,チェーン,0.32,小豆,"135,000",305,45cm,,,komaki,2025/01/15,
1141,FALSE,K18,チェーン,チェーン,0.8,ベネチアン,"130,000",3029,45cm,,,komaki,2020/08/06,
1142,FALSE,K18,チェーン,チェーン,1,ボール８DCチェーン,"140,000",3032,101cm,,slide,nakajima,2020/08/06,
1143,FALSE,Pt900/K18,リング,ダイヤ,0.5,03A-207-50,"170,000",102379,,,4,yoshida,2018/12/01,
1144,FALSE,Pt900/K18,リング,ダイヤ,0.7,03A-207-70,"170,000",102364,,,3.9,yoshida,2018/09/09,
1145,FALSE,Pt900/K18,リング,ダイヤ,CT,03A-207-100,"180,000",102566,,,4.2,yoshida,2019/09/19,
1146,FALSE,Pt900/K18,ペンダント,その他,S,FreFree-Set-Circle-S-Pt上,"200,000",20212,0.26ct,,,komaki,2018/10/13,
1147,FALSE,Pt900/K18,ペンダント,その他,S,FreFree-Set-Circle-S-K18上,"200,000",20223,0.26ct,,,nakayama,2019/09/26,
1148,FALSE,Pt900/K18,ペンダント,その他,S,FreFree-Set-Circle-S-K18上,"200,000",20223,0.26ct,,,komaki,2019/11/14,
1149,FALSE,Pt900/K18,ペンダント,その他,M,FreFree-Set-Circle-M-K18上,"250,000",20363,0.34ct,,,yoshida,2018/10/13,
1150,FALSE,Pt900/K18/K18PG,ペンダント,ダイヤ,0.2,SDPH-2919,"120,000",20196,,,加工注意,SK,2023/11/14,
1151,FALSE,Pt900/K18/K18PG,ペンダント,ダイヤ,0.5,SDPH-2917,"150,000",3027,,,加工注意,SK,2017/01/08,
1152,FALSE,Pt900/K18/K18PG,ペンダント,ダイヤ,0.5,SDPH-2917,"150,000",3027,,,,KOUNO,2022/07/06,
1153,FALSE,K18WG,リング,パール,8,ZRP-98,"118,000",3035,0.08ct,,,norita,2022/08/05,
1154,FALSE,K18PG,ペンダント,ダイヤ,0.3,PG-JSDP43-30,"210,000",20414,0.17ct,,2.9,SK,2025/02/05,
1155,FALSE,K18PG,チェーン,チェーン,0.2,スクリューチェーン,"45,000",10912,50cm,,,tanaka,2025/02/05,
1156,FALSE,Pt850,チェーン,チェーン,0.28,小豆,"60,000",3013,45cm,,,komaki,2025/04/05,
1157,FALSE,Pt850,チェーン,チェーン,0.33,小豆,"75,000",3016,45cm,,,komaki,2024/09/18,
1158,FALSE,Pt850,チェーン,チェーン,0.33,小豆,"75,000",3017,45cm,,,tanaka,2025/05/28,
1159,FALSE,Pt850,チェーン,チェーン,0.33,小豆,"85,000",3019,50cm,,,tanaka,2025/05/28,
1160,FALSE,Pt850,チェーン,チェーン,0.35,フラットハート（切り売り）,"55,000",3011,50cm,,,初期,初期,
1161,FALSE,Pt850,チェーン,チェーン,0.4,小豆,"105,000",102344,45cm,,slide,fujita,2025/04/05,
1162,FALSE,Pt850,チェーン,チェーン,0.8,600test,"20,000",3012,,45cm,,fujita,2022/07/06,
1163,FALSE,Pt850,チェーン,チェーン,0.8,603test,"20,000",3012,,45cm,,fujita,2022/07/06,
1164,FALSE,Pt850,チェーン,チェーン,0.8,test10,"20,000",3012,,45cm,,fujita,2022/07/06,
1165,FALSE,Pt850,チェーン,チェーン,0.8,test2,"20,000",3012,,45cm,,fujita,2022/07/06,
1166,FALSE,Pt850,チェーン,チェーン,0.8,test500,"20,000",3012,,45cm,,fujita,2022/07/06,
1167,FALSE,Pt850,チェーン,チェーン,0.8,test5001,"20,000",3012,,45cm,,fujita,2022/07/06,
1168,FALSE,Pt850,チェーン,チェーン,0.8,test2,"20,000",3012,,45cm,,fujita,2025/06/17,
1169,FALSE,Pt850,チェーン,チェーン,0.8,444-6666,"20,000",3012,,45cm,,fujita,2025/06/18,
1170,FALSE,Pt850,チェーン,チェーン,0.8,444-8888,"20,000",3012,,45cm,,fujita,2025/06/18,
1171,FALSE,Pt850,チェーン,チェーン,0.8,444-8888,"20,000",3012,,45cm,,fujita,2025/06/21,
1172,FALSE,Pt850,チェーン,チェーン,0.8,last3,"20,000",3012,,45cm,,fujita,2025/07/01,
1173,FALSE,Pt850,チェーン,チェーン,0.8,test10,"20,000",3012,,45cm,,fujita,2025/07/02,
1174,FALSE,Pt850,チェーン,チェーン,0.8,test11,"20,000",3012,,45cm,,fujita,2025/07/02,
1175,FALSE,Pt850,チェーン,チェーン,0.8,test14,"20,000",3012,,45cm,,fujita,2025/07/02,
1176,FALSE,Pt850,チェーン,チェーン,0.8,test17,"20,000",3012,,45cm,,fujita,2025/07/02,
1177,FALSE,Pt850,チェーン,チェーン,0.8,latest10,"20,000",3012,,45cm,,fujita,2025/07/03,
1178,FALSE,Pt850,チェーン,チェーン,0.8,latest11,"20,000",3012,,45cm,,fujita,2025/07/03,
1179,FALSE,Pt850,チェーン,チェーン,0.8,latest14,"20,000",3012,,45cm,,fujita,2025/07/03,
1180,FALSE,Pt850,チェーン,チェーン,0.8,17,"20,000",3012,,45cm,う,fujita,2025/07/31,
1181,FALSE,Pt850,チェーン,チェーン,0.8,ベネチアン,"70,000",3015,45cm,,,komaki,2022/07/13,
1182,FALSE,Pt850,チェーン,チェーン,0.8,ベネチアン,"70,000",3015,45cm,,,komaki,2025/02/05,
1183,FALSE,Pt850,チェーン,チェーン,0.8,ベネチアン,"70,000",20155,45cm ,,,komaki,2025/04/05,
1184,FALSE,Pt850,チェーン,チェーン,0.8,ベネチアン,"70,000",3015,45cm,,,komaki,2025/05/28,
1185,FALSE,Pt850,チェーン,チェーン,0.8,ベネチアン,"70,000",3015,45cm,,,komaki,2025/05/28,
1186,FALSE,Pt850,チェーン,チェーン,0.8,ベネチアン,"70,000",3016,45cm,,,tanaka,2025/06/17,
1187,FALSE,Pt850,チェーン,チェーン,0.8,ベネチアン,"80,000",3017,50cm,,,tanaka,2025/06/17,
1188,FALSE,Pt850,チェーン,チェーン,1,ベネチアン,"110,000",3024,45cm,,,tanaka,2025/06/17,
1189,FALSE,Pt850,チェーン,チェーン,1,ベネチアン,"120,000",3026,50cm,,,tanaka,2025/05/28,
1190,FALSE,Pt850,チェーン,チェーン,1.2,ベネチアン,"200,000",404,,60cm,,fujita,2025/06/23,
1191,FALSE,Pt850,チェーン,チェーン,,小豆ステーションフラワー,"42,000",20138,40cm,,,河野,2025/04/05,
1192,FALSE,K10,チェーン,チェーン,0.45,フラットハート,"32,000",2089,45cm,,,河野,2024/05/24,
1193,FALSE,K10WG,チェーン,チェーン,0.35,ハート,"27,000",2076,45cm,,,河野,2022/07/06,
1194,FALSE,K10WG,チェーン,チェーン,0.45,フラットハート,"38,000",20107,45cm,,slide,河野,2022/07/06,
1195,FALSE,K10PG,チェーン,チェーン,0.25,ハート,"15,000",2044,45cm,,,河野,,
1196,FALSE,K10PG,チェーン,チェーン,0.45,ハート,"36,000",20104,45cm,,,河野,2022/07/06,
1197,FALSE,K10PG,チェーン,チェーン,2,ボール,"67,000",20189,45cm,,slide,河野,2022/07/06,
